[Network]
Network Settings
RECORDNAME,DATA
UTDFVERSION,8
Metric,0
yellowTime,4.0
allRedTime,1.0
Walk,7.0
DontWalk,11.0
HV,0.02
PHF,0.92
DefWidth,12
DefFlow,1900
vehLength,25
heavyvehlength,45
criticalgap,4.5
followuptime,2.5
stopthresholdspeed,5.0
criticalmergegap,3.7
growth,1.00
PedSpeed,4.0
LostTimeAdjust,0.0
ScenarioDate,07/21/2022
ScenarioTime,10:45 am

[Nodes]
Node Data
INTID,TYPE,X,Y,Z,DESCRIPTION,CBD,Inside Radius,Outside Radius,Roundabout Lanes,Circle Speed
Street Name Is Hidden,1688,false,,,,,,,
Up ID,1770,,1155,,,,,,
Lanes,1770,,1,,,,,,
Name,1770,,45th Street,,,,,,
Distance,1770,,532,,,,,,
Speed,1770,,30,,,,,,
Time,1770,,12.1,,,,,,
Grade,1770,,0,,,,,,
Median,1770,,0,,,,,,
Offset,1770,,0,,,,,,
TWLTL,1770,,0,,,,,,
Crosswalk Width,1770,,16,,,,,,
Mandatory Distance,1770,,200,,,,,,
Mandatory Distance2,1770,,1320,,,,,,
Positioning Distance,1770,,880,,,,,,
Positioning Distance2,1770,,1760,,,,,,
Curve Pt X,1770,,,,,,,,
Curve Pt Y,1770,,,,,,,,
Curve Pt Z,1770,,,,,,,,
Link Is Hidden,1770,,false,,,,,,
Street Name Is Hidden,1770,,false,,,,,,
Up ID,1771,1155,,,,,,,
Lanes,1771,1,,,,,,,
Name,1771,45th Street,,,,,,,
Distance,1771,502,,,,,,,
Speed,1771,30,,,,,,,
Time,1771,11.4,,,,,,,
Grade,1771,0,,,,,,,
Median,1771,0,,,,,,,
Offset,1771,0,,,,,,,
TWLTL,1771,0,,,,,,,
Crosswalk Width,1771,16,,,,,,,
Mandatory Distance,1771,200,,,,,,,
Mandatory Distance2,1771,1320,,,,,,,
Positioning Distance,1771,880,,,,,,,
Positioning Distance2,1771,1760,,,,,,,
Curve Pt X,1771,,,,,,,,
Curve Pt Y,1771,,,,,,,,
Curve Pt Z,1771,,,,,,,,
Link Is Hidden,1771,false,,,,,,,
Street Name Is Hidden,1771,false,,,,,,,
Up ID,1817,320,,,,,,,
Lanes,1817,1,,,,,,,
Name,1817,42nd Street,,,,,,,
Distance,1817,568,,,,,,,
Speed,1817,25,,,,,,,
Time,1817,15.5,,,,,,,
Grade,1817,0,,,,,,,
Median,1817,0,,,,,,,
Offset,1817,0,,,,,,,
TWLTL,1817,0,,,,,,,
Crosswalk Width,1817,16,,,,,,,
Mandatory Distance,1817,200,,,,,,,
Mandatory Distance2,1817,1101,,,,,,,
Positioning Distance,1817,734,,,,,,,
Positioning Distance2,1817,1468,,,,,,,
Curve Pt X,1817,,,,,,,,
Curve Pt Y,1817,,,,,,,,
Curve Pt Z,1817,,,,,,,,
Link Is Hidden,1817,false,,,,,,,
Street Name Is Hidden,1817,false,,,,,,,
Up ID,1832,,,28,379,,,,
Lanes,1832,,,2,*0,,,,
Name,1832,,,,Farnam Street,,,,
Distance,1832,,,1430,371,,,,
Speed,1832,,,30,30,,,,
Time,1832,,,32.5,8.4,,,,
Grade,1832,,,0,0,,,,
Median,1832,,,0,0,,,,
Offset,1832,,,0,0,,,,
TWLTL,1832,,,0,0,,,,
Crosswalk Width,1832,,,16,16,,,,
Mandatory Distance,1832,,,100,100,,,,
Mandatory Distance2,1832,,,1320,1320,,,,
Positioning Distance,1832,,,880,880,,,,
Positioning Distance2,1832,,,1760,1760,,,,
Curve Pt X,1832,,,2739841,,,,,
Curve Pt Y,1832,,,544316,,,,,
Curve Pt Z,1832,,,0,,,,,
Link Is Hidden,1832,,,false,false,,,,
Street Name Is Hidden,1832,,,false,false,,,,
Up ID,1833,,,381,,,,,
Lanes,1833,,,0,,,,,
Name,1833,,,Jackson Street Ped,,,,,
Distance,1833,,,501,,,,,
Speed,1833,,,30,,,,,
Time,1833,,,11.4,,,,,
Grade,1833,,,0,,,,,
Median,1833,,,0,,,,,
Offset,1833,,,0,,,,,
TWLTL,1833,,,0,,,,,
Crosswalk Width,1833,,,16,,,,,
Mandatory Distance,1833,,,200,,,,,
Mandatory Distance2,1833,,,1320,,,,,
Positioning Distance,1833,,,880,,,,,
Positioning Distance2,1833,,,1760,,,,,
Curve Pt X,1833,,,,,,,,
Curve Pt Y,1833,,,,,,,,
Curve Pt Z,1833,,,,,,,,
Link Is Hidden,1833,,,false,,,,,
Street Name Is Hidden,1833,,,false,,,,,
Up ID,1835,1844,344,362,1566,,,,
Lanes,1835,1,1,2,0,,,,
Name,1835,46th Street,46th Street,Farnam Street,Farnam Street,,,,
Distance,1835,501,665,2069,228,,,,
Speed,1835,25,25,30,30,,,,
Time,1835,13.7,18.1,47.0,5.2,,,,
Grade,1835,0,0,0,0,,,,
Median,1835,0,0,0,0,,,,
Offset,1835,0,0,0,0,,,,
TWLTL,1835,0,0,0,0,,,,
Crosswalk Width,1835,16,16,16,16,,,,
Mandatory Distance,1835,200,200,200,200,,,,
Mandatory Distance2,1835,1101,1101,1320,1320,,,,
Positioning Distance,1835,734,734,880,880,,,,
Positioning Distance2,1835,1468,1468,1760,1760,,,,
Curve Pt X,1835,,,,,,,,
Curve Pt Y,1835,,,,,,,,
Curve Pt Z,1835,,,,,,,,
Link Is Hidden,1835,false,false,false,false,,,,
Street Name Is Hidden,1835,false,false,false,false,,,,
Up ID,1839,,,279,79,,80,,
Lanes,1839,,,3,2,,0,,
Name,1839,,,Dodge Street,Dodge Street,,Dodge Street,,
Distance,1839,,,942,229,,469,,
Speed,1839,,,35,35,,30,,
Time,1839,,,18.4,4.5,,10.7,,
Grade,1839,,,0,0,,0,,
Median,1839,,,0,0,,0,,
Offset,1839,,,0,0,,0,,
TWLTL,1839,,,0,0,,0,,
Crosswalk Width,1839,,,16,16,,16,,
Mandatory Distance,1839,,,200,200,,200,,
Mandatory Distance2,1839,,,1539,1539,,1320,,
Positioning Distance,1839,,,1026,1026,,880,,
Positioning Distance2,1839,,,2052,2052,,1760,,
Curve Pt X,1839,,,,,,2751197,,
Curve Pt Y,1839,,,,,,545490,,
Curve Pt Z,1839,,,,,,0,,
Link Is Hidden,1839,,,false,false,,false,,
Street Name Is Hidden,1839,,,false,true,,true,,
Up ID,1840,371,,,,,,,
Lanes,1840,*0,,,,,,,
Name,1840,51st Street Ped,,,,,,,
Distance,1840,510,,,,,,,
Speed,1840,30,,,,,,,
Time,1840,11.6,,,,,,,
Grade,1840,0,,,,,,,
Median,1840,0,,,,,,,
Offset,1840,0,,,,,,,
TWLTL,1840,0,,,,,,,
Crosswalk Width,1840,16,,,,,,,
Mandatory Distance,1840,200,,,,,,,
Mandatory Distance2,1840,1320,,,,,,,
Positioning Distance,1840,880,,,,,,,
Positioning Distance2,1840,1760,,,,,,,
Curve Pt X,1840,,,,,,,,
Curve Pt Y,1840,,,,,,,,
Curve Pt Z,1840,,,,,,,,
Link Is Hidden,1840,false,,,,,,,
Street Name Is Hidden,1840,false,,,,,,,
Up ID,1843,,371,,,,,,
Lanes,1843,,*0,,,,,,
Name,1843,,51st Street Ped,,,,,,
Distance,1843,,506,,,,,,
Speed,1843,,30,,,,,,
Time,1843,,11.5,,,,,,
Grade,1843,,0,,,,,,
Median,1843,,0,,,,,,
Offset,1843,,0,,,,,,
TWLTL,1843,,0,,,,,,
Crosswalk Width,1843,,16,,,,,,
Mandatory Distance,1843,,200,,,,,,
Mandatory Distance2,1843,,1320,,,,,,
Positioning Distance,1843,,880,,,,,,
Positioning Distance2,1843,,1760,,,,,,
Curve Pt X,1843,,,,,,,,
Curve Pt Y,1843,,,,,,,,
Curve Pt Z,1843,,,,,,,,
Link Is Hidden,1843,,false,,,,,,
Street Name Is Hidden,1843,,false,,,,,,
Up ID,1844,,1835,,,,,,
Lanes,1844,,1,,,,,,
Name,1844,,46th Street,,,,,,
Distance,1844,,501,,,,,,
Speed,1844,,30,,,,,,
Time,1844,,11.4,,,,,,
Grade,1844,,0,,,,,,
Median,1844,,0,,,,,,
Offset,1844,,0,,,,,,
TWLTL,1844,,0,,,,,,
Crosswalk Width,1844,,16,,,,,,
Mandatory Distance,1844,,200,,,,,,
Mandatory Distance2,1844,,1320,,,,,,
Positioning Distance,1844,,880,,,,,,
Positioning Distance2,1844,,1760,,,,,,
Curve Pt X,1844,,,,,,,,
Curve Pt Y,1844,,,,,,,,
Curve Pt Z,1844,,,,,,,,
Link Is Hidden,1844,,false,,,,,,
Street Name Is Hidden,1844,,false,,,,,,
Up ID,1851,,,360,,,,,
Lanes,1851,,,0,,,,,
Name,1851,,,Chicago Street Ped,,,,,
Distance,1851,,,501,,,,,
Speed,1851,,,30,,,,,
Time,1851,,,11.4,,,,,
Grade,1851,,,0,,,,,
Median,1851,,,0,,,,,
Offset,1851,,,0,,,,,
TWLTL,1851,,,0,,,,,
Crosswalk Width,1851,,,16,,,,,
Mandatory Distance,1851,,,200,,,,,
Mandatory Distance2,1851,,,1320,,,,,
Positioning Distance,1851,,,880,,,,,
Positioning Distance2,1851,,,1760,,,,,
Curve Pt X,1851,,,,,,,,
Curve Pt Y,1851,,,,,,,,
Curve Pt Z,1851,,,,,,,,
Link Is Hidden,1851,,,false,,,,,
Street Name Is Hidden,1851,,,false,,,,,
Up ID,1864,1102,,,,,,,
Lanes,1864,1,,,,,,,
Name,1864,34th Street,,,,,,,
Distance,1864,533,,,,,,,
Speed,1864,30,,,,,,,
Time,1864,12.1,,,,,,,
Grade,1864,0,,,,,,,
Median,1864,0,,,,,,,
Offset,1864,0,,,,,,,
TWLTL,1864,0,,,,,,,
Crosswalk Width,1864,16,,,,,,,
Mandatory Distance,1864,200,,,,,,,
Mandatory Distance2,1864,1320,,,,,,,
Positioning Distance,1864,880,,,,,,,
Positioning Distance2,1864,1760,,,,,,,
Curve Pt X,1864,,,,,,,,
Curve Pt Y,1864,,,,,,,,
Curve Pt Z,1864,,,,,,,,
Link Is Hidden,1864,false,,,,,,,
Street Name Is Hidden,1864,false,,,,,,,
Up ID,1922,,8382,,,,,,
Lanes,1922,,1,,,,,,
Name,1922,,52 Street,,,,,,
Distance,1922,,587,,,,,,
Speed,1922,,30,,,,,,
Time,1922,,13.3,,,,,,
Grade,1922,,0,,,,,,
Median,1922,,0,,,,,,
Offset,1922,,0,,,,,,
TWLTL,1922,,0,,,,,,
Crosswalk Width,1922,,16,,,,,,
Mandatory Distance,1922,,200,,,,,,
Mandatory Distance2,1922,,1320,,,,,,
Positioning Distance,1922,,880,,,,,,
Positioning Distance2,1922,,1760,,,,,,
Curve Pt X,1922,,,,,,,,
Curve Pt Y,1922,,,,,,,,
Curve Pt Z,1922,,,,,,,,
Link Is Hidden,1922,,false,,,,,,
Street Name Is Hidden,1922,,false,,,,,,
Up ID,1945,,,319,,,,,
Lanes,1945,,,1,,,,,
Name,1945,,,Dewey Avenue,,,,,
Distance,1945,,,665,,,,,
Speed,1945,,,25,,,,,
Time,1945,,,18.1,,,,,
Grade,1945,,,0,,,,,
Median,1945,,,12,,,,,
Offset,1945,,,0,,,,,
TWLTL,1945,,,0,,,,,
Crosswalk Width,1945,,,16,,,,,
Mandatory Distance,1945,,,200,,,,,
Mandatory Distance2,1945,,,1101,,,,,
Positioning Distance,1945,,,734,,,,,
Positioning Distance2,1945,,,1468,,,,,
Curve Pt X,1945,,,,,,,,
Curve Pt Y,1945,,,,,,,,
Curve Pt Z,1945,,,,,,,,
Link Is Hidden,1945,,,false,,,,,
Street Name Is Hidden,1945,,,false,,,,,
Up ID,1949,,1103,,,,,,
Lanes,1949,,1,,,,,,
Name,1949,,32nd Street,,,,,,
Distance,1949,,512,,,,,,
Speed,1949,,30,,,,,,
Time,1949,,11.6,,,,,,
Grade,1949,,0,,,,,,
Median,1949,,0,,,,,,
Offset,1949,,0,,,,,,
TWLTL,1949,,0,,,,,,
Crosswalk Width,1949,,16,,,,,,
Mandatory Distance,1949,,200,,,,,,
Mandatory Distance2,1949,,1320,,,,,,
Positioning Distance,1949,,880,,,,,,
Positioning Distance2,1949,,1760,,,,,,
Curve Pt X,1949,,,,,,,,
Curve Pt Y,1949,,,,,,,,
Curve Pt Z,1949,,,,,,,,
Link Is Hidden,1949,,false,,,,,,
Street Name Is Hidden,1949,,false,,,,,,
Up ID,1950,372,,,,,,,
Lanes,1950,0,,,,,,,
Name,1950,51st Street Ped,,,,,,,
Distance,1950,509,,,,,,,
Speed,1950,30,,,,,,,
Time,1950,11.6,,,,,,,
Grade,1950,0,,,,,,,
Median,1950,0,,,,,,,
Offset,1950,0,,,,,,,
TWLTL,1950,0,,,,,,,
Crosswalk Width,1950,16,,,,,,,
Mandatory Distance,1950,200,,,,,,,
Mandatory Distance2,1950,1320,,,,,,,
Positioning Distance,1950,880,,,,,,,
Positioning Distance2,1950,1760,,,,,,,
Curve Pt X,1950,,,,,,,,
Curve Pt Y,1950,,,,,,,,
Curve Pt Z,1950,,,,,,,,
Link Is Hidden,1950,false,,,,,,,
Street Name Is Hidden,1950,false,,,,,,,
Up ID,1951,,,376,,,,,
Lanes,1951,,,0,,,,,
Name,1951,,,Chicago Street Ped,,,,,
Distance,1951,,,516,,,,,
Speed,1951,,,30,,,,,
Time,1951,,,11.7,,,,,
Grade,1951,,,0,,,,,
Median,1951,,,0,,,,,
Offset,1951,,,0,,,,,
TWLTL,1951,,,0,,,,,
Crosswalk Width,1951,,,16,,,,,
Mandatory Distance,1951,,,200,,,,,
Mandatory Distance2,1951,,,1320,,,,,
Positioning Distance,1951,,,880,,,,,
Positioning Distance2,1951,,,1760,,,,,
Curve Pt X,1951,,,,,,,,
Curve Pt Y,1951,,,,,,,,
Curve Pt Z,1951,,,,,,,,
Link Is Hidden,1951,,,false,,,,,
Street Name Is Hidden,1951,,,false,,,,,
Up ID,2026,,,369,,,,,
Lanes,2026,,,1,,,,,
Name,2026,,,Underwood Avenue,,,,,
Distance,2026,,,659,,,,,
Speed,2026,,,30,,,,,
Time,2026,,,15.0,,,,,
Grade,2026,,,0,,,,,
Median,2026,,,0,,,,,
Offset,2026,,,0,,,,,
TWLTL,2026,,,0,,,,,
Crosswalk Width,2026,,,16,,,,,
Mandatory Distance,2026,,,200,,,,,
Mandatory Distance2,2026,,,1320,,,,,
Positioning Distance,2026,,,880,,,,,
Positioning Distance2,2026,,,1760,,,,,
Curve Pt X,2026,,,,,,,,
Curve Pt Y,2026,,,,,,,,
Curve Pt Z,2026,,,,,,,,
Link Is Hidden,2026,,,false,,,,,
Street Name Is Hidden,2026,,,false,,,,,
Up ID,2147,,,79,,,,,
Lanes,2147,,,0,,,,,
Name,2147,,,Dodge Street,,,,,
Distance,2147,,,526,,,,,
Speed,2147,,,35,,,,,
Time,2147,,,10.2,,,,,
Grade,2147,,,0,,,,,
Median,2147,,,0,,,,,
Offset,2147,,,0,,,,,
TWLTL,2147,,,0,,,,,
Crosswalk Width,2147,,,16,,,,,
Mandatory Distance,2147,,,200,,,,,
Mandatory Distance2,2147,,,1539,,,,,
Positioning Distance,2147,,,1026,,,,,
Positioning Distance2,2147,,,2052,,,,,
Curve Pt X,2147,,,,,,,,
Curve Pt Y,2147,,,,,,,,
Curve Pt Z,2147,,,,,,,,
Link Is Hidden,2147,,,false,,,,,
Street Name Is Hidden,2147,,,false,,,,,
Up ID,2175,326,,340,323,,,,
Lanes,2175,0,,2,2,,,,
Name,2175,Harney Street,,Farnam Street,Farnam Street,,,,
Distance,2175,301,,651,140,,,,
Speed,2175,30,,30,30,,,,
Time,2175,6.8,,14.8,3.2,,,,
Grade,2175,0,,0,0,,,,
Median,2175,0,,12,12,,,,
Offset,2175,0,,0,0,,,,
TWLTL,2175,0,,0,0,,,,
Crosswalk Width,2175,16,,16,16,,,,
Mandatory Distance,2175,200,,200,200,,,,
Mandatory Distance2,2175,1320,,1320,1320,,,,
Positioning Distance,2175,880,,880,880,,,,
Positioning Distance2,2175,1760,,1760,1760,,,,
Curve Pt X,2175,2745991,,,,,,,
Curve Pt Y,2175,544547,,,,,,,
Curve Pt Z,2175,0,,,,,,,
Link Is Hidden,2175,false,,false,false,,,,
Street Name Is Hidden,2175,true,,false,true,,,,
Up ID,3045,,,309,291,,,,
Lanes,3045,,,*2,0,,,,
Name,3045,,,Harney Street,Harney Street,,,,
Distance,3045,,,1198,815,,,,
Speed,3045,,,30,30,,,,
Time,3045,,,27.2,18.5,,,,
Grade,3045,,,0,0,,,,
Median,3045,,,0,0,,,,
Offset,3045,,,0,0,,,,
TWLTL,3045,,,0,0,,,,
Crosswalk Width,3045,,,16,16,,,,
Mandatory Distance,3045,,,100,100,,,,
Mandatory Distance2,3045,,,1320,1320,,,,
Positioning Distance,3045,,,880,880,,,,
Positioning Distance2,3045,,,1760,1760,,,,
Curve Pt X,3045,,,,2748610,,,,
Curve Pt Y,3045,,,,544524,,,,
Curve Pt Z,3045,,,,0,,,,
Link Is Hidden,3045,,,false,false,,,,
Street Name Is Hidden,3045,,,false,false,,,,
Up ID,3051,,309,,,,,,
Lanes,3051,,1,,,,,,
Name,3051,,40th Street,,,,,,
Distance,3051,,510,,,,,,
Speed,3051,,30,,,,,,
Time,3051,,11.6,,,,,,
Grade,3051,,0,,,,,,
Median,3051,,0,,,,,,
Offset,3051,,0,,,,,,
TWLTL,3051,,0,,,,,,
Crosswalk Width,3051,,16,,,,,,
Mandatory Distance,3051,,200,,,,,,
Mandatory Distance2,3051,,1320,,,,,,
Positioning Distance,3051,,880,,,,,,
Positioning Distance2,3051,,1760,,,,,,
Curve Pt X,3051,,,,,,,,
Curve Pt Y,3051,,,,,,,,
Curve Pt Z,3051,,,,,,,,
Link Is Hidden,3051,,false,,,,,,
Street Name Is Hidden,3051,,false,,,,,,
Up ID,7132,,283,,,,,,
Lanes,7132,,1,,,,,,
Name,7132,,33rd Street,,,,,,
Distance,7132,,600,,,,,,
Speed,7132,,30,,,,,,
Time,7132,,13.6,,,,,,
Grade,7132,,0,,,,,,
Median,7132,,0,,,,,,
Offset,7132,,0,,,,,,
TWLTL,7132,,0,,,,,,
Crosswalk Width,7132,,16,,,,,,
Mandatory Distance,7132,,200,,,,,,
Mandatory Distance2,7132,,1320,,,,,,
Positioning Distance,7132,,880,,,,,,
Positioning Distance2,7132,,1760,,,,,,
Curve Pt X,7132,,,,,,,,
Curve Pt Y,7132,,,,,,,,
Curve Pt Z,7132,,,,,,,,
Link Is Hidden,7132,,false,,,,,,
Street Name Is Hidden,7132,,false,,,,,,
Up ID,8382,1922,,382,366,,,,
Lanes,8382,1,,2,2,,,,
Name,8382,52nd Street,,Leavenworth Street,Leavenworth Street,,,,
Distance,8382,587,,197,1360,,,,
Speed,8382,30,,30,30,,,,
Time,8382,13.3,,4.5,30.9,,,,
Grade,8382,0,,0,0,,,,
Median,8382,12,,0,0,,,,
Offset,8382,0,,0,0,,,,
TWLTL,8382,0,,0,0,,,,
Crosswalk Width,8382,16,,16,16,,,,
Mandatory Distance,8382,250,,250,250,,,,
Mandatory Distance2,8382,1320,,1320,1320,,,,
Positioning Distance,8382,880,,880,880,,,,
Positioning Distance2,8382,1760,,1760,1760,,,,
Curve Pt X,8382,,,,,,,,
Curve Pt Y,8382,,,,,,,,
Curve Pt Z,8382,,,,,,,,
Link Is Hidden,8382,false,,false,false,,,,
Street Name Is Hidden,8382,false,,false,false,,,,

[Lanes]
Lane Group Data
RECORDNAME,INTID,NBL2,NBL,NBT,NBR,SBL,SBT,SBR,SBR2,EBL,EBT,EBR,EBR2,WBU,WBL2,WBL,WBT,WBR,NEL2,NEL,NER,NER2,NWL,NWR,PED,HOLD
Up Node,27,,28,28,28,1612,1612,1612,,1220,1220,1220,,378,,378,378,378,,,,,,,,
Dest Node,27,,1220,1612,378,378,28,1220,,1612,378,28,,378,,28,1220,1612,,,,,,,,
Lanes,27,,0,2,0,1,1,0,,0,3,0,,0,,0,2,0,,,,,,,,
Shared,27,,0,2,,0,2,,,0,0,,,,,0,2,,,,,,,,,
Width,27,,12,12,12,12,12,12,,12,12,12,,12,,12,12,12,,,,,,,,
Storage,27,,,,,150,,,,,,,,,,,,,,,,,,,,
Taper,27,,,,,25,,,,,,,,,,,,,,,,,,,,
StLanes,27,,,,,1,,,,,,,,,,,,,,,,,,,,
Grade,27,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,27,,,30,,,30,,,,35,,,,,,35,,,,,,,,,
Phase1,27,,,8,,,4,,,,2,,,,,,6,,,,,,,,,
PermPhase1,27,,,,,8,,,,,,,,,,,,,,,,,,,,
LostTime,27,,4,5.1,4,5.1,5.1,4,,4,5.4,4,,4,,4,5.4,4,,,,,,,,
Lost Time Adjust,27,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
IdealFlow,27,,1900,1900,1900,1900,1900,1900,,1900,1900,1900,,1900,,1900,1900,1900,,,,,,,,
SatFlow,27,,0,3483,0,1770,1781,0,,0,5085,0,,0,,0,3511,0,,,,,,,,
SatFlowPerm,27,,0,3483,0,1177,1781,0,,0,5085,0,,0,,0,3511,0,,,,,,,,
Allow RTOR,27,,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,,,,,,,,
SatFlowRTOR,27,,0,14,0,0,24,0,,0,0,0,,0,,0,11,0,,,,,,,,
Volume,27,,0,156,18,33,223,93,,0,1075,0,,0,,0,1164,67,,,,,,,,
Peds,27,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Bicycles,27,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
PHF,27,,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,,0.92,,0.92,0.92,0.92,,,,,,,,
Growth,27,,100,100,100,100,100,100,,100,100,100,,100,,100,100,100,,,,,,,,
HeavyVehicles,27,,2,2,2,2,2,2,,2,2,2,,2,,2,2,2,,,,,,,,
BusStops,27,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Midblock,27,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
Distance,27,,,194,,,544,,,,378,,,,,,1486,,,,,,,,,
TravelTime,27,,,4.4,,,12.4,,,,7.4,,,,,,28.9,,,,,,,,,
Right Channeled,27,,,,0,,,0,,,,0,,,,,,2,,,,,,,,
Right Radius,27,,,,,,,,,,,,,,,,,50,,,,,,,,
Add Lanes,27,,,,,,,,,,,,,,,,,0,,,,,,,,
Alignment,27,,0,0,1,0,0,1,,0,0,1,,3,,0,0,1,,,,,,,,
Enter Blocked,27,,0,3,0,0,2,0,,0,0,0,,0,,0,0,0,,,,,,,,
HeadwayFact,27,,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,,1.00,,1.00,1.00,1.00,,,,,,,,
Turning Speed,27,,15,60,9,15,60,9,,15,60,9,,9,,15,60,9,,,,,,,,
FirstDetect,27,,,50,,50,50,,,,0,,,,,,0,,,,,,,,,
LastDetect,27,,,0,,0,0,,,,0,,,,,,0,,,,,,,,,
DetectPhase1,27,,,8,,8,4,,,,2,,,,,,6,,,,,,,,,
DetectPhase2,27,,,0,,0,0,,,,0,,,,,,0,,,,,,,,,
DetectPhase3,27,,,0,,0,0,,,,0,,,,,,0,,,,,,,,,
DetectPhase4,27,,,0,,0,0,,,,0,,,,,,0,,,,,,,,,
SwitchPhase,27,,,0,,0,0,,,,0,,,,,,0,,,,,,,,,
numDetects,27,,,1,,1,1,,,,0,,,,,,0,,,,,,,,,
DetectPos1,27,,,0,,0,0,,,,,,,,,,,,,,,,,,,
DetectSize1,27,,,50,,50,50,,,,,,,,,,,,,,,,,,,
DetectType1,27,,,3,,3,3,,,,,,,,,,,,,,,,,,,
DetectExtend1,27,,,0,,0,0,,,,,,,,,,,,,,,,,,,
DetectQueue1,27,,,0,,0,0,,,,,,,,,,,,,,,,,,,
DetectDelay1,27,,,0,,0,0,,,,,,,,,,,,,,,,,,,
Exit Lanes,27,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
CBD,27,,,0,,,,,,,,,,,,,,,,,,,,,,
Lane Group Flow,27,,0,190,0,36,343,0,,0,1168,0,,0,,0,1338,0,,,,,,,,
Up Node,28,,1670,1670,1670,27,27,27,,1220,1220,1220,,1832,,1832,1832,1832,,,,,,,,
Dest Node,28,,1220,27,1832,1832,1670,1220,,27,1832,1670,,1832,,1670,1220,27,,,,,,,,
Lanes,28,,1,1,0,0,2,0,,0,2,0,,0,,0,0,0,,,,,,,,
Shared,28,,0,2,,0,0,,,0,3,,,,,0,0,,,,,,,,,
Width,28,,12,12,12,12,12,12,,12,12,12,,12,,12,12,12,,,,,,,,
Storage,28,,,,75,,,,,,,,,,,,,,,,,,,,,
Taper,28,,,,150,,,,,,,,,,,,,,,,,,,,,
StLanes,28,,,,1,,,,,,,,,,,,,,,,,,,,,
Grade,28,,,,,,,,,,,,,,,,,,,,,,,,,
Speed,28,,,30,,,30,,,,30,,,,,,30,,,,,,,,,
Phase1,28,,,8,,,4,,,,2,,,,,,,,,,,,,,,
PermPhase1,28,,4,,,4,,,,2,,,,,,,,,,,,,,,,
LostTime,28,,4.4,4.4,4,4.4,4.4,4,,7,7,4,,4,,4,4,4,,,,,,,,
Lost Time Adjust,28,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
IdealFlow,28,,1900,1900,1900,1900,1900,1900,,1900,1900,1900,,1900,,1900,1900,1900,,,,,,,,
SatFlow,28,,1770,1848,0,0,3529,0,,0,2569,0,,0,,0,0,0,,,,,,,,
SatFlowPerm,28,,1086,1848,0,0,3306,0,,0,2569,0,,0,,0,0,0,,,,,,,,
Allow RTOR,28,,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,,,,,,,,
SatFlowRTOR,28,,0,4,0,0,0,0,,0,7,0,,0,,0,0,0,,,,,,,,
Volume,28,,94,112,6,12,185,0,,66,380,26,,0,,0,0,0,,,,,,,,
Peds,28,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Bicycles,28,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
PHF,28,,0.92,0.92,0.92,0.92,0.92,0.92,,0.92,0.92,0.92,,0.92,,0.92,0.92,0.92,,,,,,,,
Growth,28,,100,100,100,100,100,100,,100,100,100,,100,,100,100,100,,,,,,,,
HeavyVehicles,28,,2,2,2,2,2,2,,2,2,2,,2,,2,2,2,,,,,,,,
BusStops,28,,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,,,,,,,,
Midblock,28,,,0,,,0,,,,0,,,,,,0,,,,,,,,,
Distance,28,,,600,,,194,,,,243,,,,,,1430,,,,,,,,,
TravelTime,28,,,13.6,,,4.4,,,,5.5,,,,,,32.5,,,,,,,,,
Right Channeled,28,,,,0,,,0,,,,0,,,,,,0,,,,,,,,
Alignment,28,,0,0,1,0,0,1,,0,0,1,,3,,0,0,1,,,,,,,,
Enter Blocked,28,,2,3,0,0,2,0,,2,2,0,,0,,0,2,0,,,,,,,,
HeadwayFact,28,,1.00,1.00,1.00,1.00,1.00,1.00,,1.00,1.00,1.00,,1.00,,1.00,1.00,1.00,,,,,,,,
Turning Speed,28,,15,60,9,15,60,9,,15,60,9,,9,,15,60,9,,,,,,,,
FirstDetect,28,,50,50,,0,50,,,50,0,,,,,,,,,,,,,,,
LastDetect,28,,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,
DetectPhase1,28,,4,8,,4,4,,,2,2,,,,,,,,,,,,,,,
DetectPhase2,28,,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,
DetectPhase3,28,,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,
DetectPhase4,28,,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,
SwitchPhase,28,,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,
numDetects,28,,1,1,,0,1,,,1,0,,,,,,,,,,,,,,,
